Sub,AgeAtTestingCalculated,Sex,TwinType,FA_A,FA_B,SC_A,SC_B
01986,41,2,1,NA,0.19755190290869057,NA,0.12676409016074358
01989,29,2,1,0.08598966598133331,0.09351638172614107,0.10408890415224088,0.375563274173476
01999,31,2,1,-0.10761351423568755,0.0199247402548503,0.14350379093354826,0.42762737058008704
02000,47,2,1,0.3125793191210699,-0.11014260199137034,0.20175129050615823,-0.4611990006059687
02009,45,1,3,-0.12833049109888048,0.32420652290929086,0.08954659864519601,0.42704113391239673
02036,42,1,3,0.0819550998427616,-0.004812870672263405,0.3433613698054799,0.1885910075618552
02063,40,2,3,-0.1957423586301923,-0.11819165772642472,0.1478786655077655,-0.12635462929827276
02068,40,2,3,-0.5338463418528817,0.133001374322209,-0.4509362049370522,-0.23440161248425093
02070,50,2,3,-0.38244564419077504,NA,0.07734196782918068,-0.14093840396181115
02089,22,2,3,-0.18650029451392416,0.06790793608733448,-0.16103714113735004,-0.3590726393337559
02099,45,2,3,NA,0.2898487364863941,NA,0.6567637894561139
02111,48,2,3,NA,-0.12080051752827399,-0.3213206009952803,0.23792707634783236
02113,46,2,3,NA,-0.18479577566880784,NA,0.13953461415552113
02122,42,2,3,NA,0.26982333954400584,NA,0.4416422733941923
02123,47,2,3,0.13162103358602256,NA,0.16247472618761538,NA
02123,46,2,3,NA,0.005068039181408695,NA,0.068607000821046
